Airline,Date,Flight_Duration,Stops,Time_total,class_type,Flight_price
American Airlines,2023-12-04,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Main Cabin,$214
American Airlines,2023-12-04,7h 57mSFO-BOS,1 stop,1:32 pm – 12:29 am+1,Basic Economy,$177
American Airlines,2023-12-04,7h 57mSFO-BOS,1 stop,6:50 pm – 5:47 am+1,Basic Economy,$179
JetBlue,2023-12-04,5h 32mSFO-BOS,nonstop,11:55 pm – 8:27 am+1,Blue Basic,$169
United Airlines,2023-12-04,5h 35mSFO-BOS,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$169
JetBlue,2023-12-05,5h 31mSFO-BOS,nonstop,1:45 pm – 10:16 pm,Blue Basic,$112
JetBlue,2023-12-05,5h 34mSFO-BOS,nonstop,12:22 pm – 8:56 pm,Blue Basic,$112
United Airlines,2023-12-05,5h 36mSFO-BOS,nonstop,2:00 pm – 10:36 pm,Basic Economy,$112
United Airlines,2023-12-05,5h 36mSFO-BOS,nonstop,11:10 am – 7:46 pm,Basic Economy,$112
JetBlue,2023-12-05,5h 38mSFO-BOS,nonstop,11:20 am – 7:58 pm,Blue Basic,$112
Alaska Airlines,2023-12-05,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Saver,$112
Delta,2023-12-05,5h 43mSFO-BOS,nonstop,1:15 pm – 9:58 pm,Basic Economy,$112
United Airlines,2023-12-05,5h 36mSFO-BOS,nonstop,8:30 am – 5:06 pm,Basic Economy,$150
American Airlines,2023-12-05,7h 32mSFO-BOS,1 stop,7:00 am – 5:32 pm,Basic Economy,$120
United Airlines,2023-12-05,7h 52mSFO-BOS,1 stop,6:30 am – 5:22 pm,Basic Economy,$117
American Airlines,2023-12-05,7h 46mSFO-BOS,1 stop,1:00 pm – 11:46 pm,Basic Economy,$122
United Airlines,2023-12-05,7h 49mSFO-BOS,1 stop,1:10 pm – 11:59 pm,Basic Economy,$122
American Airlines,2023-12-05,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Main Cabin,$157
JetBlue,2023-12-05,5h 32mSFO-BOS,nonstop,11:55 pm – 8:27 am+1,Blue Basic,$112
American Airlines,2023-12-05,7h 53mSFO-BOS,1 stop,12:43 pm – 11:36 pm,Basic Economy,$122
JetBlue,2023-12-06,5h 31mSFO-BOS,nonstop,1:45 pm – 10:16 pm,Blue Basic,$112
JetBlue,2023-12-06,5h 34mSFO-BOS,nonstop,12:22 pm – 8:56 pm,Blue Basic,$112
Alaska Airlines,2023-12-01,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Saver,$194
Delta,2023-12-01,5h 50mSFO-BOS,nonstop,10:40 pm – 7:30 am+1,Basic Economy,$169
"Frontier, Spirit Airlines",2023-12-01,29h 39mSFO-BOS,1 stop,10:23 pm – 7:02 am+2,Economy,$104
Delta,2023-12-01,5h 43mSFO-BOS,nonstop,1:15 pm – 9:58 pm,Basic Economy,$169
United Airlines,2023-12-01,5h 36mSFO-BOS,nonstop,8:25 pm – 5:01 am+1,Basic Economy,$169
United Airlines,2023-12-01,5h 36mSFO-BOS,nonstop,2:00 pm – 10:36 pm,Basic Economy,$169
United Airlines,2023-12-01,5h 36mSFO-BOS,nonstop,8:30 am – 5:06 pm,Basic Economy,$169
United Airlines,2023-12-01,5h 35mSFO-BOS,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$169
JetBlue,2023-12-01,5h 34mSFO-BOS,nonstop,12:22 pm – 8:56 pm,Blue Basic,$169
JetBlue,2023-12-01,5h 32mSFO-BOS,nonstop,11:55 pm – 8:27 am+1,Blue Basic,$169
JetBlue,2023-12-01,5h 31mSFO-BOS,nonstop,1:45 pm – 10:16 pm,Blue Basic,$169
Alaska Airlines,2023-12-01,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Saver,$194
JetBlue,2023-12-01,5h 38mSFO-BOS,nonstop,11:20 am – 7:58 pm,Blue Basic,$194
United Airlines,2023-12-01,5h 36mSFO-BOS,nonstop,11:10 am – 7:46 pm,Basic Economy,$221
American Airlines,2023-12-01,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Main Cabin,$239
United Airlines,2023-12-01,7h 20mSFO-BOS,1 stop,8:25 am – 6:45 pm,Basic Economy,$179
United Airlines,2023-12-01,7h 27mSFO-BOS,1 stop,11:40 pm – 10:07 am+1,Basic Economy,$179
Alaska Airlines,2023-12-02,18h 15mSFO-BOS,1 stop,7:35 pm – 4:50 pm+1,Saver,$315
Delta,2023-12-02,5h 50mSFO-BOS,nonstop,10:40 pm – 7:30 am+1,Basic Economy,$169
"Frontier, Spirit Airlines",2023-12-02,19h 02mSFO-BOS,2 stops,9:00 am – 7:02 am+1,Economy,$125
Delta,2023-12-02,5h 43mSFO-BOS,nonstop,1:15 pm – 9:58 pm,Basic Economy,$169
United Airlines,2023-12-02,5h 36mSFO-BOS,nonstop,2:00 pm – 10:36 pm,Basic Economy,$169
United Airlines,2023-12-02,5h 36mSFO-BOS,nonstop,11:10 am – 7:46 pm,Basic Economy,$169
United Airlines,2023-12-02,5h 36mSFO-BOS,nonstop,8:30 am – 5:06 pm,Basic Economy,$169
United Airlines,2023-12-02,5h 35mSFO-BOS,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$169
JetBlue,2023-12-02,5h 34mSFO-BOS,nonstop,12:22 pm – 8:56 pm,Blue Basic,$169
JetBlue,2023-12-02,5h 34mSFO-BOS,nonstop,7:00 am – 3:34 pm,Blue Basic,$169
American Airlines,2023-12-02,7h 40mSFO-BOS,1 stop,11:44 am – 10:24 pm,Basic Economy,$179
American Airlines,2023-12-02,7h 28mSFO-BOS,1 stop,6:25 am – 4:53 pm,Basic Economy,$179
United Airlines,2023-12-02,7h 31mSFO-BOS,1 stop,11:59 pm – 10:30 am+1,Basic Economy,$179
United Airlines,2023-12-02,7h 42mSFO-BOS,1 stop,1:00 pm – 11:42 pm,Basic Economy,$179
American Airlines,2023-12-02,7h 33mSFO-BOS,1 stop,11:50 pm – 10:23 am+1,Basic Economy,$179
United Airlines,2023-12-02,7h 50mSFO-BOS,1 stop,6:30 am – 5:20 pm,Basic Economy,$174
American Airlines,2023-12-02,7h 57mSFO-BOS,1 stop,12:52 pm – 11:49 pm,Basic Economy,$179
Alaska Airlines,2023-12-03,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Saver,$169
Delta,2023-12-03,5h 50mSFO-BOS,nonstop,10:40 pm – 7:30 am+1,Basic Economy,$169
"Frontier, Spirit Airlines",2023-12-03,29h 27mSFO-BOS,1 stop,10:23 pm – 6:50 am+2,Economy,$97
Delta,2023-12-03,5h 43mSFO-BOS,nonstop,1:15 pm – 9:58 pm,Basic Economy,$169
Alaska Airlines,2023-12-03,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Saver,$169
United Airlines,2023-12-03,5h 36mSFO-BOS,nonstop,8:25 pm – 5:01 am+1,Basic Economy,$169
United Airlines,2023-12-03,5h 36mSFO-BOS,nonstop,2:00 pm – 10:36 pm,Basic Economy,$169
JetBlue,2023-12-03,5h 34mSFO-BOS,nonstop,12:22 pm – 8:56 pm,Blue Basic,$169
United Airlines,2023-12-03,5h 36mSFO-BOS,nonstop,8:30 am – 5:06 pm,Basic Economy,$169
United Airlines,2023-12-03,5h 35mSFO-BOS,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$169
United Airlines,2023-12-03,5h 36mSFO-BOS,nonstop,11:10 am – 7:46 pm,Basic Economy,$169
JetBlue,2023-12-03,5h 32mSFO-BOS,nonstop,11:55 pm – 8:27 am+1,Blue Basic,$169
JetBlue,2023-12-03,5h 31mSFO-BOS,nonstop,1:45 pm – 10:16 pm,Blue Basic,$169
JetBlue,2023-12-03,5h 38mSFO-BOS,nonstop,11:20 am – 7:58 pm,Blue Basic,$194
American Airlines,2023-12-03,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Main Cabin,$214
United Airlines,2023-12-03,7h 42mSFO-BOS,1 stop,11:40 pm – 10:22 am+1,Basic Economy,$179
American Airlines,2023-12-03,7h 33mSFO-BOS,1 stop,11:50 pm – 10:23 am+1,Basic Economy,$189
Alaska Airlines,2023-12-04,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Saver,$169
Delta,2023-12-04,5h 50mSFO-BOS,nonstop,10:40 pm – 7:30 am+1,Basic Economy,$169
"Frontier, Spirit Airlines",2023-12-04,14h 02mSFO-BOS,1 stop,1:48 pm – 6:50 am+1,Economy,$97
Delta,2023-12-04,5h 43mSFO-BOS,nonstop,1:15 pm – 9:58 pm,Basic Economy,$169
Alaska Airlines,2023-12-04,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Saver,$169
JetBlue,2023-12-04,5h 38mSFO-BOS,nonstop,11:20 am – 7:58 pm,Blue Basic,$169
United Airlines,2023-12-04,5h 36mSFO-BOS,nonstop,8:25 pm – 5:01 am+1,Basic Economy,$169
United Airlines,2023-12-04,5h 36mSFO-BOS,nonstop,2:00 pm – 10:36 pm,Basic Economy,$169
United Airlines,2023-12-04,5h 35mSFO-BOS,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$169
JetBlue,2023-12-04,5h 34mSFO-BOS,nonstop,12:22 pm – 8:56 pm,Blue Basic,$169
JetBlue,2023-12-04,5h 32mSFO-BOS,nonstop,11:55 pm – 8:27 am+1,Blue Basic,$169
JetBlue,2023-12-04,5h 31mSFO-BOS,nonstop,1:45 pm – 10:16 pm,Blue Basic,$169
American Airlines,2023-12-04,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Main Cabin,$214
United Airlines,2023-12-04,5h 36mSFO-BOS,nonstop,8:30 am – 5:06 pm,Basic Economy,$221
American Airlines,2023-12-04,7h 40mSFO-BOS,1 stop,11:44 am – 10:24 pm,Basic Economy,$179
United Airlines,2023-12-04,7h 31mSFO-BOS,1 stop,11:59 pm – 10:30 am+1,Basic Economy,$179
Alaska Airlines,2023-12-05,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Saver,$112
Delta,2023-12-05,5h 50mSFO-BOS,nonstop,10:40 pm – 7:30 am+1,Basic Economy,$112
"Frontier, Spirit Airlines",2023-12-05,15h 41mSFO-BOS,1 stop,12:09 pm – 6:50 am+1,Economy,$84
Delta,2023-12-05,5h 43mSFO-BOS,nonstop,1:15 pm – 9:58 pm,Basic Economy,$112
Alaska Airlines,2023-12-05,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Saver,$112
JetBlue,2023-12-05,5h 38mSFO-BOS,nonstop,11:20 am – 7:58 pm,Blue Basic,$112
United Airlines,2023-12-05,5h 36mSFO-BOS,nonstop,2:00 pm – 10:36 pm,Basic Economy,$112
United Airlines,2023-12-05,5h 36mSFO-BOS,nonstop,11:10 am – 7:46 pm,Basic Economy,$112
United Airlines,2023-12-05,5h 35mSFO-BOS,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$112
JetBlue,2023-12-05,5h 34mSFO-BOS,nonstop,12:22 pm – 8:56 pm,Blue Basic,$112
JetBlue,2023-12-05,5h 32mSFO-BOS,nonstop,11:55 pm – 8:27 am+1,Blue Basic,$112
JetBlue,2023-12-05,5h 31mSFO-BOS,nonstop,1:45 pm – 10:16 pm,Blue Basic,$112
United Airlines,2023-12-05,5h 36mSFO-BOS,nonstop,8:30 am – 5:06 pm,Basic Economy,$150
American Airlines,2023-12-05,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Main Cabin,$157
American Airlines,2023-12-05,7h 32mSFO-BOS,1 stop,7:00 am – 5:32 pm,Basic Economy,$120
American Airlines,2023-12-05,7h 22mSFO-BOS,1 stop,11:59 pm – 10:21 am+1,Basic Economy,$122
United Airlines,2023-12-05,7h 31mSFO-BOS,1 stop,11:59 pm – 10:30 am+1,Basic Economy,$122
Alaska Airlines,2023-12-06,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Saver,$112
Delta,2023-12-06,5h 50mSFO-BOS,nonstop,10:40 pm – 7:30 am+1,Basic Economy,$112
"Frontier, Spirit Airlines",2023-12-06,14h 56mSFO-BOS,1 stop,12:54 pm – 6:50 am+1,Economy,$84
Delta,2023-12-06,5h 43mSFO-BOS,nonstop,1:15 pm – 9:58 pm,Basic Economy,$112
Alaska Airlines,2023-12-06,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Saver,$112
United Airlines,2023-12-06,5h 36mSFO-BOS,nonstop,11:10 am – 7:46 pm,Basic Economy,$112
United Airlines,2023-12-06,5h 36mSFO-BOS,nonstop,8:30 am – 5:06 pm,Basic Economy,$112
JetBlue,2023-12-06,5h 34mSFO-BOS,nonstop,12:22 pm – 8:56 pm,Blue Basic,$112
United Airlines,2023-12-06,5h 35mSFO-BOS,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$112
United Airlines,2023-12-06,5h 36mSFO-BOS,nonstop,2:00 pm – 10:36 pm,Basic Economy,$112
JetBlue,2023-12-06,5h 32mSFO-BOS,nonstop,11:55 pm – 8:27 am+1,Blue Basic,$112
JetBlue,2023-12-06,5h 31mSFO-BOS,nonstop,1:45 pm – 10:16 pm,Blue Basic,$112
JetBlue,2023-12-06,5h 38mSFO-BOS,nonstop,11:20 am – 7:58 pm,Blue Basic,$139
American Airlines,2023-12-06,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Main Cabin,$157
American Airlines,2023-12-06,7h 32mSFO-BOS,1 stop,7:00 am – 5:32 pm,Basic Economy,$120
United Airlines,2023-12-06,7h 20mSFO-BOS,1 stop,8:25 am – 6:45 pm,Basic Economy,$122
United Airlines,2023-12-06,7h 31mSFO-BOS,1 stop,11:59 pm – 10:30 am+1,Basic Economy,$122
JetBlue,2023-12-07,5h 31mSFO-BOS,nonstop,1:45 pm – 10:16 pm,Blue Basic,$112
United Airlines,2023-12-07,5h 36mSFO-BOS,nonstop,8:25 pm – 5:01 am+1,Basic Economy,$112
JetBlue,2023-12-07,5h 34mSFO-BOS,nonstop,12:22 pm – 8:56 pm,Blue Basic,$112
United Airlines,2023-12-07,5h 36mSFO-BOS,nonstop,2:00 pm – 10:36 pm,Basic Economy,$112
United Airlines,2023-12-07,5h 36mSFO-BOS,nonstop,11:10 am – 7:46 pm,Basic Economy,$112
JetBlue,2023-12-07,5h 38mSFO-BOS,nonstop,11:20 am – 7:58 pm,Blue Basic,$139
Alaska Airlines,2023-12-07,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Saver,$139
Delta,2023-12-07,5h 46mSFO-BOS,nonstop,1:20 pm – 10:06 pm,Basic Economy,$112
American Airlines,2023-12-07,7h 32mSFO-BOS,1 stop,7:00 am – 5:32 pm,Basic Economy,$120
United Airlines,2023-12-07,7h 49mSFO-BOS,1 stop,1:10 pm – 11:59 pm,Basic Economy,$122
American Airlines,2023-12-07,7h 57mSFO-BOS,1 stop,6:50 pm – 5:47 am+1,Basic Economy,$122
American Airlines,2023-12-07,7h 54mSFO-BOS,1 stop,1:01 pm – 11:55 pm,Basic Economy,$122
American Airlines,2023-12-07,7h 54mSFO-BOS,1 stop,11:25 am – 10:19 pm,Basic Economy,$122
United Airlines,2023-12-07,5h 35mSFO-BOS,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$112
United Airlines,2023-12-07,5h 36mSFO-BOS,nonstop,8:30 am – 5:06 pm,Basic Economy,$169
JetBlue,2023-12-08,5h 31mSFO-BOS,nonstop,1:45 pm – 10:16 pm,Blue Basic,$112
United Airlines,2023-12-08,5h 36mSFO-BOS,nonstop,8:25 pm – 5:01 am+1,Basic Economy,$112
United Airlines,2023-12-08,5h 36mSFO-BOS,nonstop,2:00 pm – 10:36 pm,Basic Economy,$112
JetBlue,2023-12-08,5h 34mSFO-BOS,nonstop,12:22 pm – 8:56 pm,Blue Basic,$139
Alaska Airlines,2023-12-08,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Saver,$112
Delta,2023-12-08,5h 46mSFO-BOS,nonstop,1:20 pm – 10:06 pm,Basic Economy,$112
American Airlines,2023-12-08,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Main Cabin,$157
American Airlines,2023-12-08,7h 46mSFO-BOS,1 stop,1:00 pm – 11:46 pm,Basic Economy,$122
American Airlines,2023-12-08,7h 53mSFO-BOS,1 stop,12:43 pm – 11:36 pm,Basic Economy,$122
JetBlue,2023-12-08,5h 32mSFO-BOS,nonstop,11:55 pm – 8:27 am+1,Blue Basic,$112
United Airlines,2023-12-08,5h 35mSFO-BOS,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$112
American Airlines,2023-12-08,8h 16mSFO-BOS,1 stop,1:37 pm – 12:53 am+1,Basic Economy,$120
United Airlines,2023-12-08,8h 40mSFO-BOS,1 stop,7:45 pm – 7:25 am+1,Basic Economy,$122
American Airlines,2023-12-08,8h 56mSFO-BOS,1 stop,7:00 am – 6:56 pm,Basic Economy,$120
United Airlines,2023-12-08,5h 36mSFO-BOS,nonstop,11:10 am – 7:46 pm,Basic Economy,$209
Alaska Airlines,2023-12-09,18h 55mSFO-BOS,1 stop,7:55 pm – 5:50 pm+1,Saver,$187
Delta,2023-12-09,5h 50mSFO-BOS,nonstop,10:40 pm – 7:30 am+1,Basic Economy,$112
"Frontier, Spirit Airlines",2023-12-09,14h 02mSFO-BOS,1 stop,1:48 pm – 6:50 am+1,Economy,$96
Delta,2023-12-09,5h 46mSFO-BOS,nonstop,1:20 pm – 10:06 pm,Basic Economy,$112
United Airlines,2023-12-09,5h 36mSFO-BOS,nonstop,2:00 pm – 10:36 pm,Basic Economy,$112
United Airlines,2023-12-09,5h 36mSFO-BOS,nonstop,11:10 am – 7:46 pm,Basic Economy,$112
United Airlines,2023-12-09,5h 36mSFO-BOS,nonstop,8:30 am – 5:06 pm,Basic Economy,$112
United Airlines,2023-12-09,5h 35mSFO-BOS,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$112
JetBlue,2023-12-09,5h 34mSFO-BOS,nonstop,12:22 pm – 8:56 pm,Blue Basic,$112
JetBlue,2023-12-09,5h 34mSFO-BOS,nonstop,7:00 am – 3:34 pm,Blue Basic,$112
American Airlines,2023-12-09,7h 32mSFO-BOS,1 stop,7:00 am – 5:32 pm,Basic Economy,$120
American Airlines,2023-12-09,7h 38mSFO-BOS,1 stop,11:45 pm – 10:23 am+1,Basic Economy,$122
United Airlines,2023-12-09,7h 50mSFO-BOS,1 stop,6:30 am – 5:20 pm,Basic Economy,$117
American Airlines,2023-12-09,7h 53mSFO-BOS,1 stop,12:43 pm – 11:36 pm,Basic Economy,$122
